gender,age,academic_background,race,academic_interests,professional_interests,previous_work_experience,would_apply,rationale,auto_fixed,profile_text,overlap_tokens,overlap_count,program_refs_in_rationale,rationale_sentiment
Male,38,Psychology,Middle Eastern,"Computer Vision, Embedded AI","Robotics Engineer, Perception Engineer",Yes,no,"While the MS in Analytics at Saint Louis University aligns well with my professional interests, its focus on analytics and data-driven projects diverges from my academic background in Psychology. Additionally, I am more inclined towards embedded AI within robotics.",No,"Psychology. Computer Vision, Embedded AI. Robotics Engineer, Perception Engineer. gender:Male. age:38. work:Yes.","['ai', 'embedded', 'psychology', 'robotics']",4,13,0.19999999999999998
Female,39,Software Engineering,Asian,"Time Series, Forecasting","Product Analyst, Experimentation Specialist",No,yes,"I'd go for it because my background in software engineering aligns well with the analytics projects, and I am eager to expand into forecasting.",No,"Software Engineering. Time Series, Forecasting. Product Analyst, Experimentation Specialist. gender:Female. age:39. work:No.","['engineering', 'forecasting', 'software']",3,7,0.0
Female,26,Industrial Engineering,Asian,"Energy Systems, Sustainability","Operations Research Analyst, Optimization Engineer",Yes,yes,This MS in Analytics aligns well with my professional interests and experience.,No,"Industrial Engineering. Energy Systems, Sustainability. Operations Research Analyst, Optimization Engineer. gender:Female. age:26. work:Yes.",[],0,6,0.1
Male,39,Mathematics,Middle Eastern,"Machine Learning, AI Ethics","Data Analyst, Data Scientist",No,yes,"I think the MS in Analytics at Saint Louis University aligns well with my interests and career aspirations, especially considering its online format which suits me.",No,"Mathematics. Machine Learning, AI Ethics. Data Analyst, Data Scientist. gender:Male. age:39. work:No.",[],0,11,0.0
Male,22,Information Systems,Pacific Islander,"Causal Inference, Experimentation","Data Analyst, Data Scientist",Yes,yes,It feels right for my career growth and aligns well with my interests in data science.,No,"Information Systems. Causal Inference, Experimentation. Data Analyst, Data Scientist. gender:Male. age:22. work:Yes.",['data'],1,4,0.2857142857142857
Male,35,Journalism,Hispanic,"Urban Policy, Transportation","Education Data Analyst, Assessment Specialist",Yes,yes,"It feels right for me as my background in Journalism and interest aligns well with the analytical focus of MS in Analytics, especially considering its application to urban policy.",No,"Journalism. Urban Policy, Transportation. Education Data Analyst, Assessment Specialist. gender:Male. age:35. work:Yes.","['journalism', 'policy', 'urban']",3,10,0.09523809523809523
Male,24,Electrical Engineering,Black,"Reliability Engineering, Quality","Robotics Engineer, Perception Engineer",Yes,yes,"I’d go for it because my background aligns well with the analytics focus, and I'm eager to expand into data-driven decision making within engineering.",No,"Electrical Engineering. Reliability Engineering, Quality. Robotics Engineer, Perception Engineer. gender:Male. age:24. work:Yes.",['engineering'],1,5,0.0
Female,22,Physics,White,"Genomics, Bioinformatics","Bioinformatics Analyst, Lab Researcher",No,no,"While the MS in Analytics at Saint Louis University aligns well with my professional interests, I lack prior work experience and feel that a program more focused on data science would be better suited to complement my physics background.",No,"Physics. Genomics, Bioinformatics. Bioinformatics Analyst, Lab Researcher. gender:Female. age:22. work:No.","['physics', 'work']",2,14,0.275
Male,40,Physics,Black,"Neuroscience, Cognitive Modeling","Bioinformatics Analyst, Lab Researcher",No,no,"While my academic background in Physics and interests align more closely with analytics, the lack of relevant work experience makes me hesitate.",No,"Physics. Neuroscience, Cognitive Modeling. Bioinformatics Analyst, Lab Researcher. gender:Male. age:40. work:No.","['physics', 'work']",2,5,0.3
Female,28,Robotics,Black,"Optimization, Operations Research","Robotics Engineer, Perception Engineer",Yes,yes,I think my background in robotics and interests align well with the analytical focus of MS in Analytics.,No,"Robotics. Optimization, Operations Research. Robotics Engineer, Perception Engineer. gender:Female. age:28. work:Yes.",['robotics'],1,8,0.0
Female,36,Geography,Mixed,"Climate Modeling, Ecology","Bioinformatics Analyst, Lab Researcher",Yes,yes,It feels right for me because the MS in Analytics aligns well with my professional interests and offers a flexible online format.,No,"Geography. Climate Modeling, Ecology. Bioinformatics Analyst, Lab Researcher. gender:Female. age:36. work:Yes.",[],0,9,0.16190476190476188
Non-binary,27,Sociology,Asian,"Urban Policy, Transportation","Urban Data Analyst, Transportation Planner",No,yes,"I think my background in sociology and interest align well with the analytics focus, especially given its application to urban policy.",No,"Sociology. Urban Policy, Transportation. Urban Data Analyst, Transportation Planner. gender:Non-binary. age:27. work:No.","['policy', 'sociology', 'urban']",3,7,0.0
Female,31,Business Administration,Mixed,"Corporate Finance, Risk Management","Marketing Analyst, Growth Strategist",Yes,yes,"I think the MS in Analytics aligns well with my professional interests and previous work experience, offering skills that will enhance growth strategies.",No,"Business Administration. Corporate Finance, Risk Management. Marketing Analyst, Growth Strategist. gender:Female. age:31. work:Yes.","['growth', 'work']",2,8,-0.033333333333333326
Male,34,History,Black,"Policy Analysis, Impact Evaluation","Policy Analyst, Program Evaluator",No,yes,"It feels right for me as my history background aligns well with policy analysis, and I am eager to expand into analytics.",No,"History. Policy Analysis, Impact Evaluation. Policy Analyst, Program Evaluator. gender:Male. age:34. work:No.","['analysis', 'history', 'policy']",3,4,0.2857142857142857
Non-binary,31,Epidemiology,Mixed,"Climate Modeling, Ecology","Healthcare Data Analyst, Epidemiology Fellow",No,yes,It feels right to me as the MS in Analytics aligns well with my professional interests and provides a flexible online format suitable for someone without previous work experience.,No,"Epidemiology. Climate Modeling, Ecology. Healthcare Data Analyst, Epidemiology Fellow. gender:Non-binary. age:31. work:No.",['work'],1,10,0.19226190476190477
Male,34,Biochemistry,Middle Eastern,"Genomics, Bioinformatics","Environmental Analyst, Sustainability Consultant",No,no,"While my academic interests align well with the MS in Analytics at SLU, I currently lack professional experience which is a significant aspect of their application process.",No,"Biochemistry. Genomics, Bioinformatics. Environmental Analyst, Sustainability Consultant. gender:Male. age:34. work:No.",[],0,8,0.11875
Male,32,Geography,Asian,"Materials Design, Nanotech","Computational Scientist, Research Fellow",No,no,"While my academic interests align well with the MS in Analytics, its focus on analytics projects does not directly connect with my background and experiences in geography or nanotechnology.",No,"Geography. Materials Design, Nanotech. Computational Scientist, Research Fellow. gender:Male. age:32. work:No.",['geography'],1,10,-0.025
Non-binary,20,Mathematics,Black,"Big Data, Predictive Modeling","Business Intelligence Analyst, Analytics Consultant",Yes,yes,"I think the MS in Analytics aligns well with my professional interests and academic background, offering a strong focus on project management which I find crucial for consultancy roles.",No,"Mathematics. Big Data, Predictive Modeling. Business Intelligence Analyst, Analytics Consultant. gender:Non-binary. age:20. work:Yes.",['analytics'],1,10,0.13333333333333333
Non-binary,22,Human Resources,Pacific Islander,"Corporate Finance, Risk Management","Operations Analyst, Supply Chain Planner",No,no,"While the MS in Analytics at Saint Louis University aligns well with my professional interests, lacking prior work experience and not having a background directly related to analytics or finance makes me feel less prepared for this program.",No,"Human Resources. Corporate Finance, Risk Management. Operations Analyst, Supply Chain Planner. gender:Non-binary. age:22. work:No.","['finance', 'work']",2,15,-0.016666666666666663
Female,37,Epidemiology,Pacific Islander,"Public Health Analytics, Epidemiology","Healthcare Data Analyst, Epidemiology Fellow",Yes,yes,I believe my background in epidemiology and interest aligns well with the analytics focus of the MS program.,No,"Epidemiology. Public Health Analytics, Epidemiology. Healthcare Data Analyst, Epidemiology Fellow. gender:Female. age:37. work:Yes.","['analytics', 'epidemiology']",2,8,0.0
Male,35,Information Systems,Black,"Causal Inference, Experimentation","Product Analyst, Experimentation Specialist",No,yes,"I think my interest in experimentation and causal inference aligns well with the MS in Analytics, especially given its online format that suits my current work commitments.",No,"Information Systems. Causal Inference, Experimentation. Product Analyst, Experimentation Specialist. gender:Male. age:35. work:No.","['causal', 'experimentation', 'inference', 'work']",4,8,0.0
Male,20,Fine Arts,Native American,"Content Strategy, Editorial Analytics","UX Researcher, UX Designer",Yes,yes,It feels right for me as my interests align and I have relevant work experience.,No,"Fine Arts. Content Strategy, Editorial Analytics. UX Researcher, UX Designer. gender:Male. age:20. work:Yes.",['work'],1,1,0.34285714285714286
Male,21,Statistics,White,"Big Data, Predictive Modeling","Data Analyst, Data Scientist",Yes,yes,"I think the MS in Analytics at Saint Louis University aligns perfectly with my academic background and professional interests, offering a flexible online format that suits me.",No,"Statistics. Big Data, Predictive Modeling. Data Analyst, Data Scientist. gender:Male. age:21. work:Yes.",[],0,14,0.3666666666666667
Non-binary,32,Linguistics,Mixed,"IoT Analytics, Edge AI","Operations Research Analyst, Optimization Engineer",No,yes,"I believe my background in linguistics and interest in IoT Analytics align well with the MS in Analytics, especially given its focus on solving complex problems.",No,"Linguistics. IoT Analytics, Edge AI. Operations Research Analyst, Optimization Engineer. gender:Non-binary. age:32. work:No.","['analytics', 'iot', 'linguistics']",3,11,-0.15
Non-binary,31,Public Health,Pacific Islander,"Public Health Analytics, Epidemiology","Computational Scientist, Research Fellow",No,yes,"I'm passionate about public health and analytics, which aligns well with my professional interests.",No,"Public Health. Public Health Analytics, Epidemiology. Computational Scientist, Research Fellow. gender:Non-binary. age:31. work:No.","['analytics', 'health', 'public']",3,3,0.016666666666666666
Non-binary,25,Biology,Hispanic,"Climate Modeling, Ecology","Healthcare Data Analyst, Epidemiology Fellow",Yes,yes,I think the MS in Analytics at Saint Louis University aligns well with my professional interests and provides a flexible online format that fits into my current work schedule.,No,"Biology. Climate Modeling, Ecology. Healthcare Data Analyst, Epidemiology Fellow. gender:Non-binary. age:25. work:Yes.",['work'],1,13,0.05
Male,35,Computer Science,Mixed,"Data Visualization, Storytelling","Data Analyst, Data Scientist",Yes,yes,"I think my background in Computer Science and interest in data analytics align well with the MS in Analytics, especially given its focus on real-world problem solving.",No,"Computer Science. Data Visualization, Storytelling. Data Analyst, Data Scientist. gender:Male. age:35. work:Yes.","['computer', 'data', 'science']",3,10,0.0
Non-binary,34,Political Science,Middle Eastern,"Education Measurement, Assessment","Education Data Analyst, Assessment Specialist",Yes,yes,"It feels right for me as it aligns closely with my professional interests and academic background, plus the online format suits my schedule.",No,"Political Science. Education Measurement, Assessment. Education Data Analyst, Assessment Specialist. gender:Non-binary. age:34. work:Yes.",[],0,4,0.12857142857142856
Non-binary,31,Accounting,Asian,"Corporate Finance, Risk Management","Operations Analyst, Supply Chain Planner",No,yes,The online format aligns with my work schedule and the focus on project management complements my professional interests.,No,"Accounting. Corporate Finance, Risk Management. Operations Analyst, Supply Chain Planner. gender:Non-binary. age:31. work:No.","['management', 'work']",2,7,0.1
Non-binary,23,Electrical Engineering,Middle Eastern,"Optimization, Operations Research","Robotics Engineer, Perception Engineer",Yes,yes,"It feels right as the MS in Analytics aligns well with my professional interests and previous work experience, offering a flexible online format for balancing life.",No,"Electrical Engineering. Optimization, Operations Research. Robotics Engineer, Perception Engineer. gender:Non-binary. age:23. work:Yes.",['work'],1,10,0.073015873015873
Male,26,Linguistics,Black,"IoT Analytics, Edge AI","Robotics Engineer, Perception Engineer",No,yes,"I'm passionate about IoT Analytics and Edge AI, which aligns well with my interests.",No,"Linguistics. IoT Analytics, Edge AI. Robotics Engineer, Perception Engineer. gender:Male. age:26. work:No.","['ai', 'analytics', 'edge', 'iot']",4,3,-0.05
Non-binary,31,Computer Science,Middle Eastern,"Time Series, Forecasting","Data Analyst, Data Scientist",No,yes,It feels right for me as my interests align and the online format suits my schedule.,No,"Computer Science. Time Series, Forecasting. Data Analyst, Data Scientist. gender:Non-binary. age:31. work:No.",[],0,3,0.2857142857142857
Male,33,Data Science,Black,"Data Visualization, Storytelling","Data Engineer, ETL Developer",Yes,yes,"I think the MS in Analytics at Saint Louis University aligns well with my academic background and professional interests, offering a project-based learning experience that resonates with my career goals.",No,"Data Science. Data Visualization, Storytelling. Data Engineer, ETL Developer. gender:Male. age:33. work:Yes.",[],0,13,0.05
Male,28,Marketing,Black,"People Analytics, Org Behavior","Marketing Analyst, Growth Strategist",No,yes,"With a strong academic background in Marketing and professional interests aligned, the online MS in Analytics at SLU seems like an excellent opportunity to develop my skills.",No,"Marketing. People Analytics, Org Behavior. Marketing Analyst, Growth Strategist. gender:Male. age:28. work:No.","['analytics', 'marketing']",2,11,0.3833333333333333
Non-binary,37,Architecture,Pacific Islander,"Creative Coding, Generative Art","UX Researcher, UX Designer",Yes,yes,It feels right as my interests align closely with the analytics and project management focus of the MS in Analytics.,No,"Architecture. Creative Coding, Generative Art. UX Researcher, UX Designer. gender:Non-binary. age:37. work:Yes.",[],0,10,0.2857142857142857
Non-binary,38,Accounting,Black,"Marketing Analytics, A/B Testing","Marketing Analyst, Growth Strategist",No,yes,It feels right as my interests align perfectly and the online format suits me.,No,"Accounting. Marketing Analytics, A/B Testing. Marketing Analyst, Growth Strategist. gender:Non-binary. age:38. work:No.",[],0,3,0.6428571428571428
Male,29,Public Policy,Mixed,"Cultural Analytics, Text Mining","Education Data Analyst, Assessment Specialist",Yes,yes,"I think the MS in Analytics at Saint Louis University aligns perfectly with my interests and professional experience, offering a flexible online program that suits my current lifestyle.",No,"Public Policy. Cultural Analytics, Text Mining. Education Data Analyst, Assessment Specialist. gender:Male. age:29. work:Yes.",['analytics'],1,15,0.3666666666666667
Male,34,Statistics,Asian,"NLP, Information Retrieval","Machine Learning Engineer, Research Assistant",No,yes,It feels right for me as I'm passionate about analytics and the online format suits my current job responsibilities.,No,"Statistics. NLP, Information Retrieval. Machine Learning Engineer, Research Assistant. gender:Male. age:34. work:No.",[],0,4,0.07857142857142857
Non-binary,26,Accounting,Mixed,"Operations, Supply Chain Analytics","Strategy Analyst, Management Consultant",Yes,yes,"It feels right for me because my professional interests align perfectly, and the online format suits my need for flexibility.",No,"Accounting. Operations, Supply Chain Analytics. Strategy Analyst, Management Consultant. gender:Non-binary. age:26. work:Yes.",[],0,3,0.4619047619047619
Female,29,Civil Engineering,Mixed,"Optimization, Operations Research","Energy Analyst, Reliability Engineer",No,yes,The online format aligns well with my professional interests and the coursework complements my academic background.,No,"Civil Engineering. Optimization, Operations Research. Energy Analyst, Reliability Engineer. gender:Female. age:29. work:No.",[],0,5,0.05
Non-binary,35,Anthropology,Native American,"Behavioral Economics, Decision Science","Policy Analyst, Program Evaluator",No,yes,It feels right for me as the MS in Analytics aligns well with my professional interests and provides a flexible online format.,No,"Anthropology. Behavioral Economics, Decision Science. Policy Analyst, Program Evaluator. gender:Non-binary. age:35. work:No.",[],0,9,0.19285714285714284
Non-binary,20,Mechanical Engineering,Black,"Energy Systems, Sustainability","IoT Engineer, Embedded Systems Developer",Yes,no,"While my professional interests align more closely with IoT and embedded systems, the MS in Analytics at SLU does not directly connect to these areas.",No,"Mechanical Engineering. Energy Systems, Sustainability. IoT Engineer, Embedded Systems Developer. gender:Non-binary. age:20. work:Yes.","['embedded', 'iot', 'systems']",3,8,0.18333333333333332
Male,23,Cybersecurity,Black,"Energy Systems, Sustainability","Energy Analyst, Reliability Engineer",Yes,no,"While my interests align more closely with energy systems and sustainability rather than analytics, the MS in Analytics at Saint Louis University doesn't seem to be a perfect fit for me.",No,"Cybersecurity. Energy Systems, Sustainability. Energy Analyst, Reliability Engineer. gender:Male. age:23. work:Yes.","['energy', 'sustainability', 'systems']",3,13,0.6333333333333333
Male,29,Biology,Native American,"Materials Design, Nanotech","Bioinformatics Analyst, Lab Researcher",Yes,no,"While my professional interests align more closely with bioinformatics and lab research, the MS in Analytics at Saint Louis University focuses on organizational problems which don't directly connect to my current career path.",No,"Biology. Materials Design, Nanotech. Bioinformatics Analyst, Lab Researcher. gender:Male. age:29. work:Yes.","['bioinformatics', 'lab']",2,13,0.175
Male,31,Computer Science,Pacific Islander,"Big Data, Predictive Modeling","Data Engineer, ETL Developer",No,yes,It feels right for me as my interests align and the online option suits my work schedule.,No,"Computer Science. Big Data, Predictive Modeling. Data Engineer, ETL Developer. gender:Male. age:31. work:No.",['work'],1,4,0.2857142857142857
Female,26,Education,White,"Behavioral Economics, Decision Science","Policy Analyst, Program Evaluator",Yes,yes,"The MS in Analytics at Saint Louis University aligns perfectly with my professional interests and academic background, offering a comprehensive online program that fits into my current work schedule.",No,"Education. Behavioral Economics, Decision Science. Policy Analyst, Program Evaluator. gender:Female. age:26. work:Yes.","['program', 'work']",2,14,0.275
Non-binary,34,Biochemistry,Pacific Islander,"Genomics, Bioinformatics","Environmental Analyst, Sustainability Consultant",No,yes,"My academic background in Biochemistry aligns well with my professional interests, and the online format suits my lifestyle.",No,"Biochemistry. Genomics, Bioinformatics. Environmental Analyst, Sustainability Consultant. gender:Non-binary. age:34. work:No.",['biochemistry'],1,5,0.05
Female,33,Education,Mixed,"Cultural Analytics, Text Mining","Policy Analyst, Program Evaluator",Yes,yes,It aligns well with my interests in Cultural Analytics and offers practical skills for policy analysis.,No,"Education. Cultural Analytics, Text Mining. Policy Analyst, Program Evaluator. gender:Female. age:33. work:Yes.","['analytics', 'cultural', 'policy']",3,4,0.1
Female,36,Data Science,Mixed,"Big Data, Predictive Modeling","Product Analyst, Experimentation Specialist",No,yes,"I'm passionate about predictive modeling and product analytics, which aligns well with the MS in Analytics program.",No,"Data Science. Big Data, Predictive Modeling. Product Analyst, Experimentation Specialist. gender:Female. age:36. work:No.","['modeling', 'predictive', 'product']",3,8,-0.05
Non-binary,31,Materials Science,Mixed,"Reliability Engineering, Quality","Robotics Engineer, Perception Engineer",Yes,yes,It feels right to me because my professional interests align well with the curriculum.,No,"Materials Science. Reliability Engineering, Quality. Robotics Engineer, Perception Engineer. gender:Non-binary. age:31. work:Yes.",[],0,4,0.19285714285714284
Male,34,Marketing,Native American,"People Analytics, Org Behavior","Financial Analyst, Risk Analyst",No,yes,It feels right for me as my professional interests align and the online format suits my work flexibility.,No,"Marketing. People Analytics, Org Behavior. Financial Analyst, Risk Analyst. gender:Male. age:34. work:No.",['work'],1,3,0.19285714285714284
Non-binary,23,Geology,Asian,"Public Health Analytics, Epidemiology","Healthcare Data Analyst, Epidemiology Fellow",No,no,"Although my academic background in geology is strong, the focus on analytics and public health does not align well with it.",No,"Geology. Public Health Analytics, Epidemiology. Healthcare Data Analyst, Epidemiology Fellow. gender:Non-binary. age:23. work:No.","['analytics', 'geology', 'health', 'public']",4,5,0.14444444444444446
Male,28,Criminology,Pacific Islander,"Reliability Engineering, Quality","Robotics Engineer, Perception Engineer",No,no,"While my academic background in criminology and professional interests align more closely with social sciences, the analytics-focused curriculum of this program seems misaligned with my career goals.",No,"Criminology. Reliability Engineering, Quality. Robotics Engineer, Perception Engineer. gender:Male. age:28. work:No.",['criminology'],1,8,0.15833333333333333
Non-binary,25,Mechanical Engineering,White,"Optimization, Operations Research","Energy Analyst, Reliability Engineer",Yes,yes,"I think the MS in Analytics at Saint Louis University aligns well with my professional interests and previous work experience, offering a flexible online format.",No,"Mechanical Engineering. Optimization, Operations Research. Energy Analyst, Reliability Engineer. gender:Non-binary. age:25. work:Yes.",['work'],1,14,-0.033333333333333326
Male,35,Human Resources,Asian,"Pricing, Revenue Management","Financial Analyst, Risk Analyst",No,no,It feels right for me as I lack prior work experience and my interests align more closely with finance.,No,"Human Resources. Pricing, Revenue Management. Financial Analyst, Risk Analyst. gender:Male. age:35. work:No.",['work'],1,2,0.2619047619047619
Male,26,Geology,Middle Eastern,"Genomics, Bioinformatics","Healthcare Data Analyst, Epidemiology Fellow",Yes,yes,It aligns well with my professional interests and offers a flexible online option.,No,"Geology. Genomics, Bioinformatics. Healthcare Data Analyst, Epidemiology Fellow. gender:Male. age:26. work:Yes.",[],0,6,0.1
Male,20,Epidemiology,White,"Genomics, Bioinformatics","Computational Scientist, Research Fellow",Yes,yes,"The MS in Analytics aligns well with my interests in genomics and bioinformatics, offering practical skills that complement my background.",No,"Epidemiology. Genomics, Bioinformatics. Computational Scientist, Research Fellow. gender:Male. age:20. work:Yes.","['bioinformatics', 'genomics']",2,8,0.0
Male,36,Biology,Native American,"Materials Design, Nanotech","Bioinformatics Analyst, Lab Researcher",Yes,no,"While I appreciate the focus on analytics, my interests lean more towards bioinformatics and nanotechnology which are not covered in this program.",No,"Biology. Materials Design, Nanotech. Bioinformatics Analyst, Lab Researcher. gender:Male. age:36. work:Yes.",['bioinformatics'],1,6,0.5
Non-binary,29,Statistics,Hispanic,"Time Series, Forecasting","Product Analyst, Experimentation Specialist",No,yes,"With a strong academic background in Statistics and personal interests aligned with the curriculum, I believe applying would be beneficial for my career growth.",No,"Statistics. Time Series, Forecasting. Product Analyst, Experimentation Specialist. gender:Non-binary. age:29. work:No.",['statistics'],1,7,0.14444444444444446
Male,29,Accounting,Middle Eastern,"Operations, Supply Chain Analytics","Financial Analyst, Risk Analyst",No,no,"I've already specialized in Accounting, and while my interest lies in analytics, I feel the lack of a relevant work background might put me at a disadvantage.",No,"Accounting. Operations, Supply Chain Analytics. Financial Analyst, Risk Analyst. gender:Male. age:29. work:No.","['accounting', 'analytics', 'work']",3,8,0.4
Female,38,Aerospace Engineering,Middle Eastern,"Energy Systems, Sustainability","Energy Analyst, Reliability Engineer",Yes,yes,It aligns well with my professional interests and offers a flexible format suitable for someone balancing work.,No,"Aerospace Engineering. Energy Systems, Sustainability. Energy Analyst, Reliability Engineer. gender:Female. age:38. work:Yes.",['work'],1,4,0.25
Female,35,Mathematics,Hispanic,"NLP, Information Retrieval","Business Intelligence Analyst, Analytics Consultant",Yes,yes,"It feels right for me as I align my professional interests in Business Intelligence Analyst and NLP, which are part of the curriculum.",No,"Mathematics. NLP, Information Retrieval. Business Intelligence Analyst, Analytics Consultant. gender:Female. age:35. work:Yes.","['analyst', 'business', 'intelligence', 'nlp']",4,4,0.19285714285714284
Non-binary,35,Cybersecurity,White,"Computer Vision, Embedded AI","Energy Analyst, Reliability Engineer",Yes,yes,The MS in Analytics at Saint Louis University aligns well with my professional interests and offers a flexible online format that suits my work experience.,No,"Cybersecurity. Computer Vision, Embedded AI. Energy Analyst, Reliability Engineer. gender:Non-binary. age:35. work:Yes.",['work'],1,13,0.1
Non-binary,38,Human Resources,White,"Corporate Finance, Risk Management","People Analytics Specialist, HR Analyst",No,yes,"I'd go for it because my interest in people analytics aligns well with the MS Analytics curriculum, and I believe online learning suits me best.",No,"Human Resources. Corporate Finance, Risk Management. People Analytics Specialist, HR Analyst. gender:Non-binary. age:38. work:No.","['analytics', 'people']",2,9,1.0
Female,30,Education,Middle Eastern,"Behavioral Economics, Decision Science","Urban Data Analyst, Transportation Planner",No,yes,"It feels right for me as my interests align well, and the online format suits my work schedule.",No,"Education. Behavioral Economics, Decision Science. Urban Data Analyst, Transportation Planner. gender:Female. age:30. work:No.",['work'],1,3,0.2857142857142857
Non-binary,30,Philosophy,Pacific Islander,"IoT Analytics, Edge AI","Robotics Engineer, Perception Engineer",No,yes,"I think the online MS in Analytics at SLU, which aligns closely with my professional interests and offers a flexible schedule that accommodates other commitments.",No,"Philosophy. IoT Analytics, Edge AI. Robotics Engineer, Perception Engineer. gender:Non-binary. age:30. work:No.",['analytics'],1,10,0.025000000000000005
Non-binary,29,Communications,White,"Policy Analysis, Impact Evaluation","Urban Data Analyst, Transportation Planner",No,yes,"I think the MS in Analytics at Saint Louis University aligns well with my interests and career goals, especially given its focus on project management and data communication.",No,"Communications. Policy Analysis, Impact Evaluation. Urban Data Analyst, Transportation Planner. gender:Non-binary. age:29. work:No.",['data'],1,15,0.0
Male,22,History,Native American,"Policy Analysis, Impact Evaluation","Media Analyst, Audience Insights Researcher",No,no,"Although the MS in Analytics at Saint Louis University aligns closely with my professional interests, I feel that my academic background and interest in policy analysis are not as relevant to a program focused on analytics.",No,"History. Policy Analysis, Impact Evaluation. Media Analyst, Audience Insights Researcher. gender:Male. age:22. work:No.","['analysis', 'policy']",2,15,0.16666666666666666
Male,34,Chemistry,Asian,"Materials Design, Nanotech","Environmental Analyst, Sustainability Consultant",Yes,no,"While my professional interests align more closely with sustainability and environmental analysis rather than analytics, the MS in Analytics does not seem like a direct fit for me.",No,"Chemistry. Materials Design, Nanotech. Environmental Analyst, Sustainability Consultant. gender:Male. age:34. work:Yes.","['environmental', 'sustainability']",2,8,0.275
Non-binary,22,Marketing,White,"Pricing, Revenue Management","Marketing Analyst, Growth Strategist",Yes,yes,"I think the MS in Analytics at Saint Louis University aligns perfectly with my professional interests and previous work experience, offering a specialized focus on analytics projects.",No,"Marketing. Pricing, Revenue Management. Marketing Analyst, Growth Strategist. gender:Non-binary. age:22. work:Yes.",['work'],1,14,0.31111111111111117
Male,29,Information Technology,Asian,"Data Visualization, Storytelling","Data Analyst, Data Scientist",No,yes,"I think the MS in Analytics aligns well with my professional interests and academic background, especially given its focus on data communication which complements my interest in storytelling.",No,"Information Technology. Data Visualization, Storytelling. Data Analyst, Data Scientist. gender:Male. age:29. work:No.","['data', 'storytelling']",2,9,0.03333333333333333
Female,28,Criminology,White,"IoT Analytics, Edge AI","Robotics Engineer, Perception Engineer",Yes,yes,"It feels right as my criminology background aligns well with analytics, and the online format suits my work schedule.",No,"Criminology. IoT Analytics, Edge AI. Robotics Engineer, Perception Engineer. gender:Female. age:28. work:Yes.","['analytics', 'criminology', 'work']",3,5,0.2857142857142857
Male,27,Marketing,Black,"Corporate Finance, Risk Management","Financial Analyst, Risk Analyst",Yes,yes,"It feels right for me as my professional interests align closely with the curriculum, and I'm eager to enhance my skills in project management.",No,"Marketing. Corporate Finance, Risk Management. Financial Analyst, Risk Analyst. gender:Male. age:27. work:Yes.",['management'],1,8,0.19285714285714284
Male,28,Graphic Design,Middle Eastern,"Content Strategy, Editorial Analytics","Design Researcher, Information Designer",Yes,yes,It feels right for me as my work experience aligns well with the analytical focus of the MS in Analytics.,No,"Graphic Design. Content Strategy, Editorial Analytics. Design Researcher, Information Designer. gender:Male. age:28. work:Yes.","['analytics', 'work']",2,7,0.2857142857142857
Male,28,Environmental Engineering,Hispanic,"Reliability Engineering, Quality","Operations Research Analyst, Optimization Engineer",Yes,yes,"I think my background in engineering and interest align well with the analytics focus of the MS program, especially since it's online.",No,"Environmental Engineering. Reliability Engineering, Quality. Operations Research Analyst, Optimization Engineer. gender:Male. age:28. work:Yes.",['engineering'],1,9,0.0
Male,24,Information Systems,Middle Eastern,"Time Series, Forecasting","Product Analyst, Experimentation Specialist",No,yes,"I'm passionate about forecasting and product analysis, which aligns well with the MS in Analytics.",No,"Information Systems. Time Series, Forecasting. Product Analyst, Experimentation Specialist. gender:Male. age:24. work:No.","['forecasting', 'product']",2,6,-0.05
Non-binary,32,Economics,Mixed,"Energy Systems, Sustainability","Operations Research Analyst, Optimization Engineer",No,yes,"It feels right for me as the curriculum aligns well with my interests in sustainability and optimization, despite having no prior work experience.",No,"Economics. Energy Systems, Sustainability. Operations Research Analyst, Optimization Engineer. gender:Non-binary. age:32. work:No.","['no', 'optimization', 'sustainability', 'work']",4,5,0.14285714285714285
Female,31,Business Administration,White,"Operations, Supply Chain Analytics","Financial Analyst, Risk Analyst",Yes,yes,"My professional interests align well with the curriculum, and I appreciate its project-based learning approach.",No,"Business Administration. Operations, Supply Chain Analytics. Financial Analyst, Risk Analyst. gender:Female. age:31. work:Yes.",[],0,4,0.1
Non-binary,34,Mathematics,Pacific Islander,"Machine Learning, AI Ethics","Business Intelligence Analyst, Analytics Consultant",Yes,yes,"My background in mathematics and professional interests align well with the analytics focus of the MS program, plus its online format suits my work commitments.",No,"Mathematics. Machine Learning, AI Ethics. Business Intelligence Analyst, Analytics Consultant. gender:Non-binary. age:34. work:Yes.","['analytics', 'mathematics', 'work']",3,9,0.1
Non-binary,34,Aerospace Engineering,Native American,"Computer Vision, Embedded AI","Operations Research Analyst, Optimization Engineer",No,yes,"I think my background in engineering and interest in analytics align well with the MS in Analytics at Saint Louis University, especially given its project-based learning approach.",No,"Aerospace Engineering. Computer Vision, Embedded AI. Operations Research Analyst, Optimization Engineer. gender:Non-binary. age:34. work:No.",['engineering'],1,13,0.0
